age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,survey_year,age_group,self_employed_encoded,tech_company_encoded,has_benefits,has_care_options,has_wellness_program,support_score,treatment_encoded
38.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,0.0,not eligible for coverage / na,unknown,no,No,I Don'T Know,I don't know,2018,35-44,0,0,0,0,0,0,1
41.0,Male,United States Of America,0,No,0,Yes,26-100,1.0,yes,yes,yes,I Don'T Know,I Don'T Know,Very easy,2018,35-44,0,0,1,1,1,3,0
37.0,Male,United States Of America,0,Yes,1,Maybe,100-500,1.0,yes,yes,i don't know,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,1,0,2,1
33.0,Female,United States Of America,0,No,0,No,26-100,1.0,i don't know,no,no,No,Yes,Very easy,2018,25-34,0,0,0,0,0,0,0
28.0,Other,United States Of America,0,Yes,1,Yes,26-100,1.0,yes,yes,yes,Yes,Yes,Very easy,2018,25-34,0,0,1,1,1,3,1
34.0,Female,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
29.0,Female,Canada,0,Yes,1,Yes,26-100,1.0,yes,yes,no,No,I Don'T Know,I don't know,2018,25-34,0,0,1,1,0,2,1
28.0,Female,United States Of America,0,Yes,1,Yes,500-1000,0.0,yes,yes,no,No,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,1,1,0,2,1
41.0,Male,Australia,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,1
38.0,Male,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,yes,no,yes,Yes,I Don'T Know,I don't know,2018,35-44,0,0,1,0,1,2,1
37.0,Female,Netherlands,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,1
42.0,Male,United States Of America,0,No,1,No,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,1,1,3,1
28.0,Female,United States Of America,0,Yes,0,Maybe,100-500,1.0,yes,no,yes,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,0,1,2,0
30.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,yes,Yes,Yes,I don't know,2018,25-34,0,0,1,1,1,3,1
25.0,Female,United Kingdom,0,No,1,Yes,6-25,1.0,yes,yes,yes,Yes,I Don'T Know,Very easy,2018,25-34,0,0,1,1,1,3,1
54.0,Male,United Kingdom,1,I don't know,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,45-54,1,0,0,0,0,0,0
24.0,Male,United Kingdom,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,18-24,1,0,0,0,0,0,0
32.0,Male,United Kingdom,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
44.0,Male,United States Of America,0,Yes,1,No,More Than 1000,1.0,yes,yes,no,Yes,I Don'T Know,Difficult,2018,35-44,0,0,1,1,0,2,1
28.0,Male,United States Of America,0,Yes,1,Yes,500-1000,0.0,yes,no,no,No,I Don'T Know,I don't know,2018,25-34,0,0,1,0,0,1,1
41.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,yes,no,no,I Don'T Know,I Don'T Know,Very easy,2018,35-44,0,0,1,0,0,1,1
38.0,Male,United States Of America,0,No,0,Maybe,26-100,0.0,yes,no,no,Yes,I Don'T Know,Somewhat easy,2018,35-44,0,0,1,0,0,1,0
37.0,Male,United States Of America,0,I don't know,1,Maybe,100-500,1.0,yes,yes,no,I Don'T Know,I Don'T Know,I don't know,2018,35-44,0,0,1,1,0,2,1
36.0,Male,Japan,0,Yes,0,Yes,100-500,0.0,i don't know,unknown,no,I Don'T Know,I Don'T Know,Somewhat difficult,2018,35-44,0,0,0,0,0,0,0
33.0,Male,United States Of America,0,No,0,Maybe,More Than 1000,0.0,i don't know,no,no,I Don'T Know,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,0
35.0,Female,United States Of America,0,I don't know,1,Maybe,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,1,1,3,1
31.0,Male,Colombia,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,0
43.0,Male,United States Of America,0,No,1,Maybe,More Than 1000,1.0,yes,yes,no,No,Yes,Somewhat easy,2018,35-44,0,0,1,1,0,2,1
34.0,Male,United States Of America,0,Yes,1,Yes,26-100,1.0,not eligible for coverage / na,unknown,yes,Yes,Yes,Very easy,2018,25-34,0,0,0,0,1,1,1
44.0,Female,United States Of America,0,Yes,1,Yes,1-5,1.0,no,unknown,yes,Yes,Yes,Somewhat easy,2018,35-44,0,0,0,0,1,1,1
38.0,Male,United States Of America,0,Yes,1,Yes,500-1000,1.0,yes,yes,no,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,1,0,2,1
55.0,Male,United States Of America,0,No,0,Maybe,1-5,1.0,no,unknown,no,No,Yes,Somewhat easy,2018,55-64,0,0,0,0,0,0,0
25.0,Male,India,0,I don't know,0,No,100-500,1.0,not eligible for coverage / na,no,no,I Don'T Know,I Don'T Know,Very easy,2018,25-34,0,0,0,0,0,0,0
37.0,Male,United States Of America,0,Yes,1,No,100-500,0.0,yes,yes,no,I Don'T Know,I Don'T Know,Difficult,2018,35-44,0,0,1,1,0,2,1
39.0,Male,United States Of America,0,No,0,Maybe,100-500,1.0,yes,no,yes,Yes,I Don'T Know,Very easy,2018,35-44,0,0,1,0,1,2,0
23.0,Male,United States Of America,0,I don't know,0,Maybe,More Than 1000,1.0,yes,yes,i don't know,Yes,I Don'T Know,Neither easy nor difficult,2018,18-24,0,0,1,1,0,2,0
34.0,Female,United States Of America,1,I don't know,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,0
43.0,Male,United States Of America,0,I don't know,1,Maybe,26-100,1.0,yes,no,no,No,I Don'T Know,Somewhat difficult,2018,35-44,0,0,1,0,0,1,1
29.0,Male,United States Of America,0,Yes,1,Yes,6-25,0.0,i don't know,no,no,I Don'T Know,Yes,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,1
25.0,Male,United States Of America,0,Yes,0,Yes,6-25,1.0,no,unknown,no,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,0
36.0,Male,United States Of America,0,I don't know,0,Maybe,6-25,1.0,yes,yes,no,No,Yes,Very easy,2018,35-44,0,0,1,1,0,2,0
33.0,Male,United States Of America,0,No,1,Yes,100-500,1.0,yes,yes,no,No,Yes,Very easy,2018,25-34,0,0,1,1,0,2,1
34.0,Male,United States Of America,0,Yes,0,Yes,100-500,1.0,yes,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,0,0,1,0
28.0,Male,United States Of America,0,No,0,Maybe,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,0
54.0,Other,United States Of America,0,Yes,1,Yes,100-500,0.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2018,45-54,0,0,1,1,1,3,1
39.0,Male,United States Of America,0,No,0,Yes,26-100,0.0,i don't know,no,no,No,I Don'T Know,I don't know,2018,35-44,0,0,0,0,0,0,0
37.0,Male,United States Of America,0,Yes,1,No,100-500,0.0,yes,yes,no,Yes,Yes,Somewhat difficult,2018,35-44,0,0,1,1,0,2,1
29.0,Male,United States Of America,0,Yes,0,No,26-100,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,0
31.0,Male,United States Of America,0,Yes,0,Yes,More Than 1000,1.0,i don't know,no,no,Yes,I Don'T Know,Very easy,2018,25-34,0,0,0,0,0,0,0
49.0,Male,United States Of America,0,No,1,Yes,More Than 1000,1.0,yes,yes,yes,I Don'T Know,Yes,Very easy,2018,45-54,0,0,1,1,1,3,1
43.0,Male,United States Of America,0,Yes,1,Maybe,100-500,1.0,yes,no,i don't know,I Don'T Know,Yes,Very easy,2018,35-44,0,0,1,0,0,1,1
38.0,Other,United States Of America,0,Yes,1,Yes,500-1000,0.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,1,1,3,1
35.0,Female,United States Of America,0,Yes,1,Maybe,100-500,1.0,yes,yes,i don't know,I Don'T Know,I Don'T Know,Somewhat easy,2018,35-44,0,0,1,1,0,2,1
23.0,Male,United States Of America,0,I don't know,1,Maybe,More Than 1000,1.0,yes,yes,no,Yes,I Don'T Know,Somewhat easy,2018,18-24,0,0,1,1,0,2,1
42.0,Male,United Kingdom,0,Yes,1,Yes,26-100,1.0,i don't know,no,no,I Don'T Know,Yes,Very easy,2018,35-44,0,0,0,0,0,0,1
36.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,1,1,3,1
38.0,Male,United States Of America,0,No,1,Yes,More Than 1000,1.0,yes,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,35-44,0,0,1,0,0,1,1
41.0,Male,United Kingdom,0,No,1,Maybe,More Than 1000,1.0,i don't know,no,no,Yes,I Don'T Know,I don't know,2018,35-44,0,0,0,0,0,0,1
37.0,Female,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,i don't know,I Don'T Know,Yes,Neither easy nor difficult,2018,35-44,0,0,1,1,0,2,1
25.0,Male,United States Of America,0,Yes,1,Yes,26-100,1.0,i don't know,no,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,0,0,1,1,1
33.0,Male,United States Of America,0,Yes,0,Yes,100-500,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,0
35.0,Female,United States Of America,0,Yes,1,Yes,100-500,1.0,i don't know,no,yes,I Don'T Know,I Don'T Know,Somewhat easy,2018,35-44,0,0,0,0,1,1,1
32.0,Female,United States Of America,0,Yes,1,No,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,1,1,1,3,1
45.0,Other,United States Of America,1,I don't know,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,45-54,1,0,0,0,0,0,0
25.0,Female,Poland,0,Yes,1,No,100-500,1.0,no,no,yes,No,I Don'T Know,Difficult,2018,25-34,0,0,0,0,1,1,1
40.0,Female,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Neither easy nor difficult,2018,35-44,0,0,1,1,1,3,1
34.0,Male,United States Of America,0,No,1,Maybe,100-500,1.0,yes,yes,i don't know,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,1,0,2,1
28.0,Male,United States Of America,0,No,0,Yes,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,0
49.0,Male,United States Of America,0,Yes,1,No,More Than 1000,1.0,yes,yes,no,I Don'T Know,I Don'T Know,Somewhat difficult,2018,45-54,0,0,1,1,0,2,1
33.0,Female,United States Of America,0,Yes,1,Yes,100-500,1.0,yes,yes,yes,Yes,Yes,Very easy,2018,25-34,0,0,1,1,1,3,1
41.0,Male,United States Of America,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,1
36.0,Male,United States Of America,0,Yes,1,No,26-100,1.0,yes,yes,no,No,Yes,Very easy,2018,35-44,0,0,1,1,0,2,1
37.0,Male,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,no,unknown,no,Yes,No,Difficult,2018,35-44,0,0,0,0,0,0,1
39.0,Male,United States Of America,0,Yes,1,Maybe,6-25,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Difficult,2018,35-44,0,0,0,0,0,0,1
49.0,Female,United States Of America,0,Yes,1,No,100-500,1.0,i don't know,no,no,No,I Don'T Know,Somewhat difficult,2018,45-54,0,0,0,0,0,0,1
33.0,Male,United States Of America,0,No,0,Yes,100-500,1.0,i don't know,no,yes,Yes,I Don'T Know,I don't know,2018,25-34,0,0,0,0,1,1,0
29.0,Other,United Kingdom,0,Yes,1,Maybe,6-25,1.0,not eligible for coverage / na,unknown,no,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,1
34.0,Male,United States Of America,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,0
29.0,Male,United Kingdom,0,No,1,Yes,100-500,1.0,i don't know,no,yes,I Don'T Know,I Don'T Know,Very easy,2018,25-34,0,0,0,0,1,1,1
25.0,Male,United States Of America,0,No,0,Maybe,26-100,1.0,yes,no,no,No,I Don'T Know,I don't know,2018,25-34,0,0,1,0,0,1,0
35.0,Male,United States Of America,0,I don't know,1,No,100-500,0.0,i don't know,no,no,I Don'T Know,I Don'T Know,Difficult,2018,35-44,0,0,0,0,0,0,1
32.0,Male,United States Of America,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,0
21.0,Male,United States Of America,0,Yes,1,Yes,6-25,1.0,yes,yes,no,Yes,I Don'T Know,I don't know,2018,18-24,0,0,1,1,0,2,1
43.0,Male,United States Of America,0,No,1,Yes,6-25,1.0,yes,no,no,No,Yes,Very easy,2018,35-44,0,0,1,0,0,1,1
31.0,Female,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
27.0,Female,United States Of America,0,Yes,1,Maybe,26-100,1.0,i don't know,no,yes,Yes,I Don'T Know,I don't know,2018,25-34,0,0,0,0,1,1,1
23.0,Male,United States Of America,0,I don't know,1,No,6-25,1.0,yes,yes,no,No,Yes,Somewhat easy,2018,18-24,0,0,1,1,0,2,1
28.0,Male,United States Of America,0,Yes,1,No,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Very easy,2018,25-34,0,0,1,1,1,3,1
37.0,Female,United States Of America,0,Yes,1,No,More Than 1000,0.0,yes,yes,yes,Yes,I Don'T Know,Somewhat difficult,2018,35-44,0,0,1,1,1,3,1
30.0,Male,United States Of America,0,No,0,Maybe,6-25,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,0
30.0,Male,United States Of America,0,No,0,No,6-25,1.0,yes,yes,no,Yes,I Don'T Know,I don't know,2018,25-34,0,0,1,1,0,2,0
30.0,Female,United States Of America,0,I don't know,1,Maybe,100-500,1.0,yes,no,no,No,I Don'T Know,Somewhat difficult,2018,25-34,0,0,1,0,0,1,1
32.0,Female,United States Of America,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
35.0,Male,United States Of America,0,Yes,1,No,More Than 1000,0.0,no,no,no,I Don'T Know,I Don'T Know,Difficult,2018,35-44,0,0,0,0,0,0,1
45.0,Female,United States Of America,0,Yes,1,Yes,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Very easy,2018,45-54,0,0,1,1,1,3,1
31.0,Female,Germany,0,Yes,1,No,500-1000,1.0,no,yes,no,No,I Don'T Know,Difficult,2018,25-34,0,0,0,1,0,1,1
34.0,Female,United States Of America,0,Yes,1,Maybe,100-500,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
30.0,Male,United States Of America,0,Yes,1,No,100-500,1.0,no,no,no,No,I Don'T Know,Difficult,2018,25-34,0,0,0,0,0,0,1
33.0,Female,United States Of America,0,I don't know,1,No,More Than 1000,1.0,yes,yes,no,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,1,0,2,1
32.0,Male,United States Of America,0,Yes,0,Maybe,26-100,1.0,i don't know,no,no,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,0
28.0,Female,United States Of America,0,I don't know,0,No,500-1000,0.0,i don't know,no,no,Yes,I Don'T Know,I don't know,2018,25-34,0,0,0,0,0,0,0
28.0,Male,United States Of America,0,Yes,1,No,6-25,1.0,no,yes,no,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,1,0,1,1
33.0,Male,United States Of America,0,Yes,1,No,500-1000,1.0,yes,yes,no,I Don'T Know,Yes,Neither easy nor difficult,2018,25-34,0,0,1,1,0,2,1
28.0,Female,United States Of America,0,I don't know,1,No,100-500,1.0,yes,yes,yes,No,Yes,Very easy,2018,25-34,0,0,1,1,1,3,1
28.0,Female,United States Of America,0,Yes,1,Maybe,100-500,1.0,i don't know,no,no,No,I Don'T Know,I don't know,2018,25-34,0,0,0,0,0,0,1
43.0,Male,United States Of America,0,No,0,Yes,26-100,1.0,i don't know,no,no,I Don'T Know,No,Somewhat easy,2018,35-44,0,0,0,0,0,0,0
31.0,Female,United States Of America,0,No,0,Yes,More Than 1000,1.0,i don't know,no,i don't know,I Don'T Know,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,0
40.0,Female,United States Of America,0,No,0,Yes,500-1000,0.0,yes,no,i don't know,I Don'T Know,I Don'T Know,Somewhat easy,2018,35-44,0,0,1,0,0,1,0
42.0,Female,United States Of America,0,I don't know,1,Maybe,More Than 1000,0.0,yes,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,35-44,0,0,1,0,0,1,1
38.0,Male,United States Of America,0,Yes,1,Maybe,26-100,1.0,yes,no,i don't know,I Don'T Know,I Don'T Know,Somewhat difficult,2018,35-44,0,0,1,0,0,1,1
39.0,Male,United States Of America,0,No,0,Yes,100-500,1.0,i don't know,yes,no,No,Yes,Very easy,2018,35-44,0,0,0,1,0,1,0
21.0,Male,United States Of America,0,Yes,1,Maybe,6-25,0.0,not eligible for coverage / na,no,no,I Don'T Know,I Don'T Know,Somewhat difficult,2018,18-24,0,0,0,0,0,0,1
32.0,Female,United States Of America,0,Yes,1,Maybe,100-500,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
32.0,Male,United States Of America,0,Yes,1,Maybe,6-25,1.0,not eligible for coverage / na,yes,no,No,I Don'T Know,I don't know,2018,25-34,0,0,0,1,0,1,1
40.0,Male,United States Of America,0,Yes,1,Yes,100-500,1.0,yes,yes,yes,Yes,I Don'T Know,Very easy,2018,35-44,0,0,1,1,1,3,1
35.0,Male,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,1
28.0,Male,United States Of America,0,No,1,No,More Than 1000,1.0,yes,yes,no,No,Yes,I don't know,2018,25-34,0,0,1,1,0,2,1
25.0,Female,United States Of America,0,Yes,1,Yes,500-1000,1.0,yes,yes,yes,Yes,Yes,Neither easy nor difficult,2018,25-34,0,0,1,1,1,3,1
37.0,Male,United States Of America,0,Yes,0,No,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Very easy,2018,35-44,0,0,1,1,1,3,0
40.0,Female,United States Of America,0,I don't know,1,Yes,100-500,1.0,yes,yes,yes,Yes,Yes,Very easy,2018,35-44,0,0,1,1,1,3,1
31.0,Female,United States Of America,0,Yes,1,Maybe,26-100,1.0,i don't know,no,no,No,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,1
47.0,Female,New Zealand,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,45-54,1,0,0,0,0,0,1
26.0,Other,United States Of America,0,Yes,1,No,100-500,1.0,yes,no,no,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,0,0,1,1
27.0,Female,United States Of America,0,Yes,1,Yes,26-100,0.0,yes,yes,no,I Don'T Know,I Don'T Know,Somewhat difficult,2018,25-34,0,0,1,1,0,2,1
46.0,Male,Norway,0,No,1,No,6-25,1.0,i don't know,yes,no,No,No,Neither easy nor difficult,2018,45-54,0,0,0,1,0,1,1
22.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,yes,yes,i don't know,No,I Don'T Know,I don't know,2018,18-24,0,0,1,1,0,2,1
37.0,Female,Ireland,0,Yes,1,Maybe,26-100,1.0,no,unknown,no,No,I Don'T Know,Somewhat easy,2018,35-44,0,0,0,0,0,0,1
27.0,Male,United States Of America,0,Yes,1,No,100-500,1.0,yes,yes,yes,Yes,I Don'T Know,I don't know,2018,25-34,0,0,1,1,1,3,1
28.0,Female,United States Of America,0,Yes,0,Maybe,More Than 1000,0.0,yes,no,no,I Don'T Know,I Don'T Know,I don't know,2018,25-34,0,0,1,0,0,1,0
32.0,Female,United States Of America,0,Yes,1,No,100-500,1.0,yes,yes,yes,No,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
33.0,Male,United States Of America,0,Yes,0,Maybe,100-500,1.0,yes,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,0,0,1,0
27.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
38.0,Female,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,i don't know,I Don'T Know,Yes,Somewhat easy,2018,35-44,0,0,1,1,0,2,1
31.0,Male,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
28.0,Female,United States Of America,0,No,1,Yes,6-25,1.0,yes,no,no,No,Yes,Very easy,2018,25-34,0,0,1,0,0,1,1
32.0,Female,United States Of America,0,I don't know,0,Maybe,More Than 1000,0.0,yes,no,yes,Yes,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,1,0,1,2,0
30.0,Female,United States Of America,0,No,0,Yes,26-100,0.0,no,no,no,No,Yes,Very easy,2018,25-34,0,0,0,0,0,0,0
26.0,Female,United States Of America,0,No,1,No,100-500,1.0,yes,yes,no,No,I Don'T Know,I don't know,2018,25-34,0,0,1,1,0,2,1
41.0,Female,United States Of America,0,Yes,1,No,More Than 1000,0.0,i don't know,no,yes,Yes,I Don'T Know,I don't know,2018,35-44,0,0,0,0,1,1,1
39.0,Female,United States Of America,0,No,0,Maybe,100-500,1.0,i don't know,no,no,No,I Don'T Know,Somewhat easy,2018,35-44,0,0,0,0,0,0,0
37.0,Male,United States Of America,0,I don't know,0,Maybe,100-500,1.0,yes,no,no,I Don'T Know,I Don'T Know,I don't know,2018,35-44,0,0,1,0,0,1,0
21.0,Female,United States Of America,0,I don't know,0,No,More Than 1000,0.0,not eligible for coverage / na,unknown,i don't know,Yes,Yes,I don't know,2018,18-24,0,0,0,0,0,0,0
38.0,Male,United States Of America,1,Yes,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,0
35.0,Female,United States Of America,0,I don't know,0,No,100-500,0.0,yes,yes,no,No,I Don'T Know,Somewhat easy,2018,35-44,0,0,1,1,0,2,0
33.0,Female,Switzerland,0,I don't know,1,No,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
38.0,Male,Netherlands,0,I don't know,0,No,26-100,1.0,yes,no,no,I Don'T Know,Yes,Somewhat easy,2018,35-44,0,0,1,0,0,1,0
29.0,Female,United States Of America,0,I don't know,1,Maybe,6-25,1.0,no,unknown,no,No,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,1
25.0,Female,United States Of America,0,I don't know,1,Maybe,500-1000,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
41.0,Female,United States Of America,0,Yes,1,No,100-500,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,35-44,0,0,0,0,0,0,1
37.0,Female,United States Of America,0,Yes,1,Yes,26-100,1.0,yes,yes,no,No,I Don'T Know,Very easy,2018,35-44,0,0,1,1,0,2,1
29.0,Male,United States Of America,0,Yes,1,Maybe,6-25,1.0,i don't know,no,no,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,1
45.0,Female,United States Of America,0,No,0,Yes,100-500,1.0,yes,no,i don't know,I Don'T Know,I Don'T Know,Very easy,2018,45-54,0,0,1,0,0,1,0
45.0,Other,United Kingdom,0,No,0,No,6-25,1.0,i don't know,no,no,No,Yes,Very easy,2018,45-54,0,0,0,0,0,0,0
45.0,Female,United States Of America,0,No,1,Yes,100-500,1.0,yes,no,no,Yes,Yes,Somewhat easy,2018,45-54,0,0,1,0,0,1,1
30.0,Female,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
27.0,Male,United States Of America,0,No,0,Yes,6-25,1.0,i don't know,no,no,No,I Don'T Know,Very easy,2018,25-34,0,0,0,0,0,0,0
36.0,Male,United States Of America,0,No,0,Yes,6-25,0.0,i don't know,no,no,I Don'T Know,I Don'T Know,Difficult,2018,35-44,0,0,0,0,0,0,0
44.0,Female,United States Of America,0,Yes,1,No,500-1000,0.0,yes,yes,yes,Yes,Yes,Difficult,2018,35-44,0,0,1,1,1,3,1
35.0,Female,United States Of America,0,I don't know,1,Maybe,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,I don't know,2018,35-44,0,0,1,1,1,3,1
42.0,Other,United States Of America,0,Yes,0,Maybe,6-25,1.0,i don't know,no,no,No,I Don'T Know,I don't know,2018,35-44,0,0,0,0,0,0,0
26.0,Male,United States Of America,0,Yes,1,No,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat difficult,2018,25-34,0,0,1,1,1,3,1
33.0,Female,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
25.0,Other,United States Of America,0,Yes,1,Yes,100-500,1.0,yes,yes,no,No,I Don'T Know,Very easy,2018,25-34,0,0,1,1,0,2,1
36.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,0.0,yes,yes,no,No,I Don'T Know,I don't know,2018,35-44,0,0,1,1,0,2,1
32.0,Female,United States Of America,0,Yes,1,Yes,500-1000,1.0,yes,yes,yes,Yes,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,1,1,1,3,1
29.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat difficult,2018,25-34,0,0,1,1,1,3,1
29.0,Female,United States Of America,0,I don't know,0,Maybe,More Than 1000,1.0,i don't know,no,yes,Yes,Yes,Very easy,2018,25-34,0,0,0,0,1,1,0
43.0,Male,United States Of America,0,No,0,Yes,26-100,1.0,yes,no,i don't know,I Don'T Know,Yes,Very easy,2018,35-44,0,0,1,0,0,1,0
37.0,Male,Portugal,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,1
26.0,Male,United Kingdom,0,No,0,Yes,500-1000,0.0,no,no,yes,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,1,1,0
